item,itemLabel,itemDescription,coordinate,instance_ofLabel,named_afters,named_afterLabel,named_afterDescriptions,named_after_instance_ofLabels,named_after_genderLabel,postal_codes,length,inception,place_of_birth,place_of_death,citizenships,occupations,birth_years,death_years
http://www.wikidata.org/entity/Q66618977,Gaußstraße,Straße in Dresden,Point(13.711208 51.087368),Innerortsstraße,http://www.wikidata.org/entity/Q6722,Carl Friedrich Gauß,,,männlich,01139,,,Braunschweig,Göttingen,"Rheinbund,Königreich Hannover","Wissenschaftsautor, Geophysiker, Statistiker, Hochschullehrer, Vermesser, Mathematiker, Physiker, Astronom",1777,1855
http://www.wikidata.org/entity/Q66616155,Hauptmannstraße,Straße in Dresden,Point(13.705532 51.080723),Innerortsstraße,http://www.wikidata.org/entity/Q60908,Moritz Hauptmann,,,männlich,01139,,,Dresden,Leipzig,Königreich Sachsen,"Musiktheoretiker, Musikwissenschaftler, Kunsthistoriker, Hochschullehrer, Chorleiter, Dirigent, Komponist",1792,1868
http://www.wikidata.org/entity/Q66618989,Tichatscheckstraße,Straße in Dresden,Point(13.713413 51.083262),Innerortsstraße,http://www.wikidata.org/entity/Q216058,Joseph Tichatschek,,,männlich,01139,,,Teplice nad Metují,Dresden,Königreich Sachsen,"Opernsänger, Sänger",1807,1886
http://www.wikidata.org/entity/Q66619026,Krantzstraße,Straße in Dresden,Point(13.714846 51.084876),Innerortsstraße,http://www.wikidata.org/entity/Q22336495,Eugen Krantz,,,männlich,01139,,,Dresden,Gohrisch,Königreich Sachsen,"Musiklehrer, Hochschullehrer, Pädagoge, Schulleiter, Musiker, Pianist, Dirigent",1844,1898
http://www.wikidata.org/entity/Q66619273,Roßmäßlerstraße,Straße in Dresden,Point(13.708865 51.08371),Innerortsstraße,http://www.wikidata.org/entity/Q76238,Emil Adolf Roßmäßler,,,männlich,01139,,,Leipzig,Leipzig,Königreich Sachsen,"Malakologe, Botaniker, Hochschullehrer, Biologe, Zoologe, Politiker, Schriftsteller",1806,1867
http://www.wikidata.org/entity/Q66619380,Peschelstraße,Straße in Dresden,Point(13.697869 51.087551),Innerortsstraße,http://www.wikidata.org/entity/Q75904,Oscar Peschel,,,männlich,01139,,,Dresden,Leipzig,Königreich Sachsen,"Anthropologe, Hochschullehrer, Geograph, Schriftsteller",1826,1875
http://www.wikidata.org/entity/Q97284796,Wieckestraße,Straße in Dresden,Point(13.7818 51.01565),Innerortsstraße,http://www.wikidata.org/entity/Q27972167,Paul Wiecke,,,männlich,01237,,,Elberfeld,Blankenburg,Deutsches Reich,"Theaterleiter, Regisseur, Schauspieler",1862,1944
http://www.wikidata.org/entity/Q98558443,Herweghstraße,Straße in Dresden-Briesnitz,Point(13.66987 51.06103),Innerortsstraße,http://www.wikidata.org/entity/Q57945,Georg Herwegh,,,männlich,01157,,,Stuttgart,Lichtental,"Schweiz,Königreich Württemberg","Übersetzer, Dichter, Schriftsteller",1817,1875
http://www.wikidata.org/entity/Q72662131,Clemens-Müller-Straße,Straße in Dresden,Point(13.76904 51.08388),Innerortsstraße,http://www.wikidata.org/entity/Q104519,Clemens Müller,,,männlich,01099,,,Dresden,Dresden,Deutsches Kaiserreich,"Entomologe, Unternehmer",1828,1902
http://www.wikidata.org/entity/Q99396023,Heinrich-Heine-Straße,Innerortsstraße in Dresden-Langebrück,Point(13.8203 51.12643),Innerortsstraße,http://www.wikidata.org/entity/Q44403,Heinrich Heine,,,männlich,01465,,,Düsseldorf,Paris,"Frankreich,Königreich Preußen","Essayist, Meinungsjournalist, Literaturkritiker, Publizist, Journalist, Dichterjurist, Dichter, Schriftsteller",1797,1856
http://www.wikidata.org/entity/Q97285587,Hans-Otto-Weg,Straße in Dresden,Point(13.77858 51.0117),Innerortsstraße,http://www.wikidata.org/entity/Q1581576,Hans Otto,,,männlich,01219,,,Dresden,Berlin,Deutschland,"Filmschauspieler, Bühnenschauspieler, Schauspieler",1900,1933
http://www.wikidata.org/entity/Q97285597,Otto-Reinhold-Weg,Straße in Dresden,Point(13.77471 51.01243),Innerortsstraße,http://www.wikidata.org/entity/Q2040248,Otto Reinhold,,,männlich,01219,,,Thum,Dresden,"Deutschland,Deutsche Demokratische Republik",Komponist,1899,1965
http://www.wikidata.org/entity/Q97285599,Johannes-Paul-Thilman-Straße,Straße in Dresden,Point(13.77568 51.01288),Innerortsstraße,http://www.wikidata.org/entity/Q1401754,Johannes Paul Thilman,,,männlich,01219,,,Dresden,Dresden,"Deutschland,Deutsche Demokratische Republik","Hochschullehrer, Komponist",1906,1973
http://www.wikidata.org/entity/Q97285612,Hagedornplatz,Straße in Dresden,Point(13.77728 51.02289),Innerortsstraße,http://www.wikidata.org/entity/Q1080941,Christian Ludwig von Hagedorn,,,männlich,01219,,,Hamburg,Dresden,Deutschland,"Kunsthistoriker, Druckgrafiker, Maler, Schriftsteller",1712,1780
http://www.wikidata.org/entity/Q97285628,Lehmannstraße,Straße in Dresden,Point(13.78687 51.01737),Innerortsstraße,http://www.wikidata.org/entity/Q1667502,Johann Georg Lehmann,,,männlich,01237,,,Baruth/Mark,Dresden,Deutschland,"Kartograf, Vermesser",1765,1811
http://www.wikidata.org/entity/Q97285654,Hildebrandstraße,Straße in Dresden,Point(13.75501 51.02905),Innerortsstraße,http://www.wikidata.org/entity/Q364808,Adolf von Hildebrand,,,männlich,01219,,,Marburg,München,Deutschland,"Hochschullehrer, Bildhauer, Architekt",1847,1921
http://www.wikidata.org/entity/Q98152790,Preußstraße,Straße in Dresden,Point(13.8301 51.0601),Innerortsstraße,http://www.wikidata.org/entity/Q61708,Hugo Preuß,,,männlich,01324,,,Berlin,Berlin-Wedding,Deutschland,"Hochschullehrer, Pädagoge, Autor, Jurist, Politiker",1860,1925
http://www.wikidata.org/entity/Q98153056,Siegmund-Loewe-Straße,Straße in Dresden,Point(13.9007 51.06457),Innerortsstraße,http://www.wikidata.org/entity/Q1469358,Siegmund Loewe,,,männlich,01328,,,Berlin,Sarasota,Deutschland,"Unternehmer, Ingenieur",1885,1962
http://www.wikidata.org/entity/Q95390175,Martin-Raschke-Straße,Straße in Dresden,Point(13.77071 51.00882),Innerortsstraße,http://www.wikidata.org/entity/Q1904777,Martin Raschke,,,männlich,01219,,,Dresden,Newel,Deutsches Reich,Schriftsteller,1905,1943
http://www.wikidata.org/entity/Q95391146,Schnorrstraße,Straße in Dresden,Point(13.73863 51.03461),Innerortsstraße,http://www.wikidata.org/entity/Q703458,Julius Schnorr von Carolsfeld,,,männlich,01069,,,Leipzig,Dresden,Königreich Sachsen,"Zeichner, bildender Künstler, Grafiker, Hochschullehrer, Illustrator, Maler",1794,1872
http://www.wikidata.org/entity/Q99396201,Karl-Marx-Straße,Innerortsstraße in Dresden,Point(13.77027 51.11615),Innerortsstraße,http://www.wikidata.org/entity/Q9061,Karl Marx,,,männlich,01109,,,Trier,London,"Vereinigtes Königreich,Königreich Preußen,staatenlos","Philosoph, Soziologe, Revolutionär, Journalist, Historiker, Wirtschaftswissenschaftler, Politiker, Dichter, Schriftsteller",1818,1883
http://www.wikidata.org/entity/Q72662114,Christian-Morgenstern-Straße,Straße in Dresden,Point(13.80329 50.99869),Innerortsstraße,http://www.wikidata.org/entity/Q44652,Christian Morgenstern,,,männlich,01257,,,München,Meran,Königreich Bayern,"Anthroposoph, Theosoph, Prosaist, Librettist, Verlagslektor, Journalist, Übersetzer, Dramatiker, Dichter, Schriftsteller",1871,1914
http://www.wikidata.org/entity/Q72662114,Christian-Morgenstern-Straße,Straße in Dresden,Point(13.80329 50.99869),Innerortsstraße,http://www.wikidata.org/entity/Q44652,Christian Morgenstern,,,männlich,01257,,,Theresienstraße,Meran,Königreich Bayern,"Anthroposoph, Theosoph, Prosaist, Librettist, Verlagslektor, Journalist, Übersetzer, Dramatiker, Dichter, Schriftsteller",1871,1914
http://www.wikidata.org/entity/Q72662194,Darwinstraße,Innerortsstraße in Dresden,Point(13.78453 51.11797),Innerortsstraße,http://www.wikidata.org/entity/Q1035,Charles Darwin,,,männlich,01109,,,The Mount,Down House,Vereinigtes Königreich Großbritannien und Irland,"Verhaltensforscher, Reiseschriftsteller, Forschungsreisender, Philosoph, Botaniker, Geologe, Schriftsteller, Naturwissenschaftler",1809,1882
http://www.wikidata.org/entity/Q66817638,Pestalozziplatz,Platz in Dresden,Point(13.733081 51.078859),Platz,http://www.wikidata.org/entity/Q105428,Johann Heinrich Pestalozzi,,,männlich,01127,,,Zürich,Brugg,Schweiz,Pädagoge,1746,1827
http://www.wikidata.org/entity/Q66817283,Geibelstraße,Straße in Dresden,Point(13.696945 51.089511),Innerortsstraße,http://www.wikidata.org/entity/Q77333,Emanuel Geibel,,,männlich,01139,,,Lübeck,Lübeck,Lübeck,"spanisch–deutscher Übersetzer, Übersetzer, Dichter, Schriftsteller",1815,1884
http://www.wikidata.org/entity/Q72662197,Defreggerstraße,Straße in Dresden,Point(13.76303 51.0229),Innerortsstraße,http://www.wikidata.org/entity/Q78711,Franz Defregger,,,männlich,01219,,,Iselsberg-Stronach,München,"Österreich,Deutschland","Maler, Professor, Lehrer",1835,1921
http://www.wikidata.org/entity/Q72662139,Columbusstraße,Straße in Dresden,Point(13.7048 51.04581),Innerortsstraße,http://www.wikidata.org/entity/Q7322,Christoph Kolumbus,,,männlich,01159,,,Genua,Valladolid,Republik Genua,"Seefahrer, Reisender, Forschungsreisender, Erfinder, Seemann",1451,1506
http://www.wikidata.org/entity/Q66817209,Quandtstraße,Straße in Dresden,Point(13.701148 51.090386),Innerortsstraße,http://www.wikidata.org/entity/Q86950,Johann Gottlob von Quandt,,,männlich,01139,,,Leipzig,Dresden,Deutschland,"Kunstsammler, Philosoph, Kunsthistoriker, Komponist, Schriftsteller",1787,1859
http://www.wikidata.org/entity/Q66817257,Dungerstraße,Straße in Dresden,Point(13.695839 51.091058),Innerortsstraße,http://www.wikidata.org/entity/Q1610940,Hermann Dunger,,,männlich,01139,,,Plauen,Dresden,Deutschland,"Linguist, Germanist, Hochschullehrer",1843,1912
http://www.wikidata.org/entity/Q72662204,Dettmerstraße,Innerortsstraße in Dresden,Point(13.71445 51.08144),Innerortsstraße,http://www.wikidata.org/entity/Q1458840,Friedrich Dettmer,,,männlich,01139,,,Kassel,Dresden,Deutschland,"Bühnenschauspieler, Opernsänger",1835,1880
http://www.wikidata.org/entity/Q72662259,Edmund-Moeller-Weg,Straße in Dresden-Strehlen,Point(13.784463 51.018669),Innerortsstraße,http://www.wikidata.org/entity/Q321186,Edmund Moeller,,,männlich,01219,,,Neustadt bei Coburg,Dresden,Deutschland,Bildhauer,1885,1958
http://www.wikidata.org/entity/Q72662262,Egon-Erwin-Kisch-Straße,Straße in Dresden,Point(13.73825 51.03128),Innerortsstraße,http://www.wikidata.org/entity/Q78791,Egon Erwin Kisch,,,männlich,01069,,,Prag,Prag,"Deutschland,Österreich,Österreich-Ungarn,Tschechoslowakei","Journalist, Reporter, Schauspieler, Schriftsteller",1885,1948
http://www.wikidata.org/entity/Q96337742,Neuberinstraße,Straße in Dresden-Laubegast,Point(13.83843 51.02698),Innerortsstraße,http://www.wikidata.org/entity/Q68316,Friederike Caroline Neuber,,,weiblich,01279,,,Reichenbach im Vogtland,Laubegast,Heiliges Römisches Reich,"Bühnenschauspieler, Schriftsteller",1697,1760
http://www.wikidata.org/entity/Q96337797,Havemannstraße,Straße in Dresden-Laubegast,Point(13.82799 51.02148),Innerortsstraße,http://www.wikidata.org/entity/Q76625,Robert Havemann,,,männlich,01279,,,München,Grünheide (Mark),Deutsche Demokratische Republik,"politischer Aktivist, Philosoph, Chemiker, Widerstandskämpfer, Hochschullehrer, Dissident, Politiker",1910,1982
http://www.wikidata.org/entity/Q72662148,Cornelius-Gurlitt-Straße,Straße in Dresden,Point(13.68369 51.01396),Innerortsstraße,http://www.wikidata.org/entity/Q78279,Cornelius Gurlitt,,,männlich,01189,,,Nischwitz,Dresden,Deutsches Reich,"Kunsthistoriker, Hochschullehrer, Architekt",1850,1938
http://www.wikidata.org/entity/Q66817333,Hans-Fromm-Straße,Straße in Dresden,Point(13.720573 51.076802),Innerortsstraße,http://www.wikidata.org/entity/Q47014271,Hans Fromm,,,männlich,01127,,,,,Deutsche Demokratische Republik,Organist,1937,1982
http://www.wikidata.org/entity/Q66817101,Rankestraße,Straße in Dresden,Point(13.697476 51.088385),Innerortsstraße,http://www.wikidata.org/entity/Q77184,Leopold von Ranke,,,männlich,01139,,,Wiehe,Berlin,Königreich Preußen,"Akademiker, Hochschullehrer, Historiker, Schriftsteller",1795,1886
http://www.wikidata.org/entity/Q66817162,Fechnerstraße,Straße in Dresden,Point(13.702063 51.0851),Innerortsstraße,http://www.wikidata.org/entity/Q76881,Gustav Theodor Fechner,,,männlich,01139,,,Żarki Wielkie,Leipzig,Königreich Preußen,"Philosoph, Statistiker, Hochschullehrer, Übersetzer, Psychologe, Physiker, Schriftsteller",1801,1887
http://www.wikidata.org/entity/Q66817181,Schenkendorfstraße,Straße in Dresden,Point(13.701294 51.08601),Innerortsstraße,http://www.wikidata.org/entity/Q71616,Max von Schenkendorf,,,männlich,01139,,,Sowetsk,Koblenz,Königreich Preußen,"Songschreiber, Dichterjurist, Dichter, Schriftsteller",1783,1817
http://www.wikidata.org/entity/Q66817229,Roscherstraße,Straße in Dresden,Point(13.701574 51.089131),Innerortsstraße,http://www.wikidata.org/entity/Q62842,Wilhelm Roscher,,,männlich,01139,,,Hannover,Leipzig,"Königreich Preußen,Königreich Sachsen,Königreich Hannover","Hochschullehrer, Pädagoge, Wirtschaftswissenschaftler, Historiker",1817,1894
http://www.wikidata.org/entity/Q66817238,Kolbestraße,Straße in Dresden,Point(13.701935 51.089651),Innerortsstraße,http://www.wikidata.org/entity/Q76621,Hermann Kolbe,,,männlich,01139,,,Elliehausen,Leipzig,Königreich Preußen,"Hochschullehrer, Chemiker",1818,1884
http://www.wikidata.org/entity/Q96089945,Hebbelstraße,Straße in Dresden,Point(13.68592 51.05469),Innerortsstraße,http://www.wikidata.org/entity/Q57182,Friedrich Hebbel,,,männlich,01157,,,Wesselburen,Wien,Herzogtum Holstein,"Dichterjurist, Dramatiker, Dichter, Schriftsteller",1813,1863
http://www.wikidata.org/entity/Q96337721,Hermann-Seidel-Straße,Straße in Dresden-Laubegast,Point(13.83377 51.02705),Innerortsstraße,http://www.wikidata.org/entity/Q19285492,Hermann Seidel,,,männlich,01279,,,Dresden,Dresden,"Deutsches Reich,Königreich Sachsen","Handelsgärtner, Botaniker, Gärtner",1833,1896
http://www.wikidata.org/entity/Q96337835,Melli-Beese-Straße,Straße in Dresden-Laubegast,Point(13.83457 51.0189),Innerortsstraße,http://www.wikidata.org/entity/Q97003,Melli Beese,,,weiblich,01279,,,Laubegast,Berlin,Deutschland,"Pilot, Künstler",1886,1925
http://www.wikidata.org/entity/Q96337912,Rudolf-Zwintscher-Straße,Straße in Dresden-Laubegast,Point(13.83993 51.02329),Innerortsstraße,http://www.wikidata.org/entity/Q1441058,Rudolf Zwintscher,,,männlich,01279,,,Leipzig,Dresden,Deutschland,"Musikpädagoge, Pianist, Komponist",1871,1946
http://www.wikidata.org/entity/Q96359302,Paul-Wiegler-Straße,Straße in Dresden,Point(13.74316 51.02576),Innerortsstraße,http://www.wikidata.org/entity/Q1747095,Paul Wiegler,,,männlich,01217,,,Frankfurt am Main,Berlin,Deutschland,"Journalist, Übersetzer, Schriftsteller",1878,1949
http://www.wikidata.org/entity/Q97253969,Guerickestraße,Straße in Dresden,Point(13.82522 51.00705),Innerortsstraße,http://www.wikidata.org/entity/Q60095,Otto von Guericke,,,männlich,01257,,,Magdeburg,Hamburg,Deutschland,"Instrumentenbauer, Erfinder, Physiker, Jurist, Politiker, Ingenieur, Wissenschaftler",1602,1686
http://www.wikidata.org/entity/Q97255101,Klettestraße,Straße in Dresden,Point(13.82625 51.0081),Innerortsstraße,http://www.wikidata.org/entity/Q1611794,Hermann Klette,,,männlich,01257,,,Dresden,Dresden,Deutschland,Bauingenieur,1847,1909
http://www.wikidata.org/entity/Q66818342,Alexander-Puschkin-Platz,Platz in Dresden,Point(13.729355 51.070474),Platz,http://www.wikidata.org/entity/Q7200,Alexander Sergejewitsch Puschkin,,,männlich,01127,,,Moskau,Sankt Petersburg,Russisches Kaiserreich,"Buchsammler, Haudegen, Meinungsjournalist, Essayist, Kinderbuchautor, Prosaist, Librettist, Romancier, Literaturkritiker, Übersetzer, Dramaturg, Dramatiker, Historiker, Dichter, Schriftsteller",1799,1837
http://www.wikidata.org/entity/Q98558590,Max-Sachs-Straße,Straße in Dresden,Point(13.66751 51.06575),Innerortsstraße,http://www.wikidata.org/entity/Q16964432,Max Sachs,,,männlich,01157,,,Breslau,KZ Sachsenburg,Deutschland,"Journalist, Redakteur, Politiker, Schriftsteller",1883,1935
http://www.wikidata.org/entity/Q98559493,Martin-Opitz-Straße,Straße in Dresden,Point(13.66036 51.06038),Innerortsstraße,http://www.wikidata.org/entity/Q60946,Martin Opitz,,,männlich,01157,,,Bolesławiec,Danzig,"Deutschland,Polen-Litauen","Literaturtheoretiker, Dichterjurist, Hauslehrer, Übersetzer, Dichter, Schriftsteller",1597,1639
http://www.wikidata.org/entity/Q99218646,Köhlerstraße,Straße in Dresden-Prohlis,Point(13.78838 51.0043),Innerortsstraße,http://www.wikidata.org/entity/Q555282,Johann Gottfried Köhler,,,männlich,01239,,,Gauernitz,Dresden,Deutschland,Astronom,1745,1801
http://www.wikidata.org/entity/Q99218853,Kurt-Tucholsky-Straße,"ehemalige Straße in Dresden, Sternhäuser Prohlis",Point(13.80506 50.99744),Innerortsstraße,http://www.wikidata.org/entity/Q57386,Kurt Tucholsky,,,männlich,01257,,,Berlin,Göteborg,"Deutschland,Weimarer Republik","Meinungsjournalist, Prosaist, Satiriker, Librettist, Kritiker, Journalist, Dichterjurist, Jurist, Dramatiker, Dichter, Schriftsteller",1890,1935
http://www.wikidata.org/entity/Q99395940,Hartmut-Dost-Straße,Innerortsstraße in Dresden,Point(13.75272 51.08021),Innerortsstraße,http://www.wikidata.org/entity/Q1459523,Friedrich Hartmut Dost,,,männlich,01099,,,Dresden,Gießen,Deutschland,"Kinderarzt, Hochschullehrer",1910,1985
http://www.wikidata.org/entity/Q99395941,Hartwigweg,Innerortsstraße in Dresden,Point(13.638571 51.040885),Innerortsstraße,http://www.wikidata.org/entity/Q1811095,Gustav Hartwig,,,männlich,01156,,,Unkersdorf,Dresden,Deutschland,"Baumeister, Politiker",1839,1908
http://www.wikidata.org/entity/Q99395943,Hauerstraße,Innerortsstraße in Dresden-Klotzsche,Point(13.780452 51.120093),Innerortsstraße,http://www.wikidata.org/entity/Q15791049,Carl Hauer,,,männlich,01109,,,,Klotzsche,Deutschland,Bildhauer,1847,1925
http://www.wikidata.org/entity/Q99396028,Heinrich-Mann-Straße,Innerortsstraße in Dresden-Cossebaude,Point(13.63392 51.08693),Innerortsstraße,http://www.wikidata.org/entity/Q76480,Heinrich Mann,,,männlich,01156,,,Lübeck,Santa Monica,Deutschland,"Autobiograf, Prosaist, Essayist, Romancier, Journalist, Biograf, Illustrator, Übersetzer, Dramatiker, Dichter, Schriftsteller, Drehbuchautor",1871,1950
http://www.wikidata.org/entity/Q99396030,Heinrich-Tessenow-Weg,Innerortsstraße in Dresden,Point(13.756754 51.113032),Innerortsstraße,http://www.wikidata.org/entity/Q63191,Heinrich Tessenow,,,männlich,01109,,,Rostock,Berlin,Deutschland,"Hochschullehrer, Stadtplaner, Architekt",1876,1950
http://www.wikidata.org/entity/Q99396046,Hermann-Glöckner-Straße,Innerortsstraße in Dresden,Point(13.819434 51.049027),Innerortsstraße,http://www.wikidata.org/entity/Q881639,Hermann Glöckner,,,männlich,01326,,,Cotta,Berlin,Deutschland,"Druckgrafiker, Bildhauer, Maler",1889,1987
http://www.wikidata.org/entity/Q99396054,Hermann-Vogel-Straße,Innerortsstraße in Dresden,Point(13.825393 51.051853),Innerortsstraße,http://www.wikidata.org/entity/Q95195,Hermann Vogel,,,männlich,01326,,,Plauen,Krebes,"Deutschland,Königreich Sachsen","Zeichner, Illustrator",1854,1921
http://www.wikidata.org/entity/Q99396158,Hugo-Junkers-Ring,Innerortsstraße in Dresden,Point(13.79182 51.13101),Innerortsstraße,http://www.wikidata.org/entity/Q60363,Hugo Junkers,,,männlich,01109,,,Rheydt,Gauting,Deutschland,"Flugingenieur, Hochschullehrer, Erfinder, Ingenieur",1859,1935
http://www.wikidata.org/entity/Q99396172,Inger-Karén-Straße,Innerortsstraße in Dresden,Point(13.78897 50.99116),Innerortsstraße,http://www.wikidata.org/entity/Q1663030,Inger Karén,,,weiblich,01239,,,Berlin,Dresden,Deutschland,Opernsänger,1902,1972
http://www.wikidata.org/entity/Q99396200,Karl-Liebknecht-Straße,Innerortsstraße in Dresden-Hellerau,Point(13.756662 51.112185),Innerortsstraße,http://www.wikidata.org/entity/Q75886,Karl Liebknecht,,,männlich,01109,,,Leipzig,Berlin,"Deutschland,Deutsches Kaiserreich","Revolutionär, Herausgeber, Politiker, Rechtsanwalt",1871,1919
http://www.wikidata.org/entity/Q99396328,Kolpingstraße,Innerortsstraße in Dresden,Point(13.63633 51.09053),Innerortsstraße,http://www.wikidata.org/entity/Q15448837,Adolf Kolping,,,männlich,01156,,,Andernach,Bonn,Deutschland,"Hochschullehrer, Theologe, katholischer Priester",1909,1997
http://www.wikidata.org/entity/Q99396330,Konrad-Zuse-Straße,Innerortsstraße in Dresden,Point(13.78415 51.12628),Innerortsstraße,http://www.wikidata.org/entity/Q60093,Konrad Zuse,,,männlich,01109,,,Berlin-Wilmersdorf,Hünfeld,Deutschland,"Bauingenieur, Erfinder, Unternehmer, Informatiker, Ingenieur",1910,1995
http://www.wikidata.org/entity/Q99396347,Kunzstraße,Innerortsstraße in Dresden,Point(13.733018 51.075182),Innerortsstraße,http://www.wikidata.org/entity/Q1733163,Karl Theodor Kunz,,,männlich,01127,,,Dresden,Dresden,Deutschland,"Eisenbahningenieur, Ingenieur",1791,1863
http://www.wikidata.org/entity/Q99396351,Kurt-Beyer-Straße,Innerortsstraße in Dresden,Point(13.795305 51.015143),Innerortsstraße,http://www.wikidata.org/entity/Q98805,Kurt Beyer,,,männlich,01237,,,Dresden,Dresden,Deutschland,"Bauingenieur, Hochschullehrer",1881,1952
http://www.wikidata.org/entity/Q99396392,Leonhard-Frank-Straße,Innerortsstraße in Dresden,Point(13.73816 51.03041),Innerortsstraße,http://www.wikidata.org/entity/Q77069,Leonhard Frank,,,männlich,01069,,,Würzburg,München,Deutschland,"Dramatiker, Schriftsteller, Drehbuchautor",1882,1961
http://www.wikidata.org/entity/Q99396401,Liebknechtstraße,Innerortsstraße in Dresden,Point(13.60774 51.08128),Innerortsstraße,http://www.wikidata.org/entity/Q75886,Karl Liebknecht,,,männlich,01156,,,Leipzig,Berlin,"Deutschland,Deutsches Kaiserreich","Revolutionär, Herausgeber, Politiker, Rechtsanwalt",1871,1919
